:START_ID,:END_ID,:TYPE
21238,10083,cooperation
20270,10083,cooperation
22696,10083,cooperation
21624,10083,cooperation
22232,10083,cooperation
22138,10083,cooperation
22959,10083,cooperation
22640,10083,cooperation
21437,10083,cooperation
20180,10083,cooperation
20416,10083,cooperation
21320,10083,cooperation
20300,10083,cooperation
21271,10083,cooperation
23091,10083,cooperation
20798,10083,cooperation
21725,10083,cooperation
20590,10083,cooperation
21684,10083,cooperation
21923,10083,cooperation
21411,10083,cooperation
20249,10083,cooperation
21396,10083,cooperation
22285,10083,cooperation
22262,10083,cooperation
22290,10080,cooperation
22088,10080,cooperation
22886,10080,cooperation
22604,10080,cooperation
20073,10080,cooperation
21252,10080,cooperation
22953,10080,cooperation
22972,10080,cooperation
21400,10080,cooperation
21253,10080,cooperation
20179,10080,cooperation
20848,10080,cooperation
20727,10080,cooperation
23166,10080,cooperation
21897,10080,cooperation
21263,10080,cooperation
22214,10080,cooperation
22106,10080,cooperation
23174,10080,cooperation
22809,10080,cooperation
20287,10080,cooperation
20895,10080,cooperation
22709,10080,cooperation
20746,10080,cooperation
22673,10080,cooperation
20304,10080,cooperation
23076,10080,cooperation
23109,10080,cooperation
23129,10053,cooperation
21197,10053,cooperation
21655,10053,cooperation
20069,10053,cooperation
22591,10053,cooperation
20118,10053,cooperation
23106,10053,cooperation
22745,10053,cooperation
20290,10053,cooperation
21767,10053,cooperation
21853,10053,cooperation
22778,10053,cooperation
21421,10053,cooperation
20728,10053,cooperation
21650,10053,cooperation
21326,10053,cooperation
20620,10053,cooperation
22323,10053,cooperation
21752,10053,cooperation
22721,10053,cooperation
20629,10053,cooperation
20517,10053,cooperation
22529,10053,cooperation
20862,10053,cooperation
20387,10053,cooperation
21927,10053,cooperation
21999,10053,cooperation
20784,10053,cooperation
20460,10053,cooperation
20193,10053,cooperation
22790,10053,cooperation
21532,10053,cooperation
20952,10053,cooperation
21461,10053,cooperation
22823,10053,cooperation
21816,10053,cooperation
22050,10053,cooperation
20774,10053,cooperation
23095,10053,cooperation
22293,10053,cooperation
20063,10053,cooperation
22253,10053,cooperation
22202,10053,cooperation
22366,10053,cooperation
20195,10053,cooperation
20018,10053,cooperation
20457,10053,cooperation
21141,10053,cooperation
20248,10053,cooperation
23173,10053,cooperation
20510,10053,cooperation
23035,10056,cooperation
20220,10056,cooperation
22257,10056,cooperation
20654,10056,cooperation
21300,10056,cooperation
22565,10056,cooperation
21059,10056,cooperation
20047,10056,cooperation
21874,10056,cooperation
20518,10056,cooperation
21130,10056,cooperation
20376,10056,cooperation
22628,10056,cooperation
20086,10056,cooperation
22016,10056,cooperation
22448,10056,cooperation
21562,10056,cooperation
20261,10056,cooperation
20894,10056,cooperation
22458,10056,cooperation
20649,10056,cooperation
21589,10056,cooperation
20478,10056,cooperation
20993,10056,cooperation
21459,10056,cooperation
20401,10056,cooperation
21778,10056,cooperation
22372,10056,cooperation
21342,10056,cooperation
21950,10056,cooperation
21389,10056,cooperation
21019,10056,cooperation
20429,10056,cooperation
21497,10056,cooperation
22881,10056,cooperation
22236,10056,cooperation
20646,10056,cooperation
22482,10056,cooperation
21291,10056,cooperation
20011,10056,cooperation
22733,10056,cooperation
20135,10056,cooperation
21225,10056,cooperation
22859,10056,cooperation
21307,10056,cooperation
22788,10056,cooperation
23039,10056,cooperation
22128,10056,cooperation
22162,10056,cooperation
20538,10056,cooperation
20907,10056,cooperation
20432,10056,cooperation
21117,10056,cooperation
22602,10056,cooperation
22126,10056,cooperation
23047,10056,cooperation
22911,10056,cooperation
22979,10056,cooperation
21909,10056,cooperation
20394,10056,cooperation
20868,10056,cooperation
20417,10056,cooperation
20797,10056,cooperation
20390,10027,cooperation
20143,10027,cooperation
22296,10027,cooperation
21455,10027,cooperation
22522,10027,cooperation
20260,10027,cooperation
21758,10027,cooperation
20104,10027,cooperation
22851,10027,cooperation
22936,10027,cooperation
22769,10027,cooperation
21844,10027,cooperation
23033,10027,cooperation
21190,10027,cooperation
21318,10027,cooperation
20884,10027,cooperation
21898,10027,cooperation
23034,10027,cooperation
21499,10027,cooperation
21647,10027,cooperation
21336,10027,cooperation
20296,10027,cooperation
21939,10027,cooperation
22815,10027,cooperation
22674,10027,cooperation
20707,10027,cooperation
21530,10027,cooperation
22144,10027,cooperation
20982,10027,cooperation
21153,10027,cooperation
21743,10027,cooperation
23137,10027,cooperation
20070,10027,cooperation
23155,10027,cooperation
22070,10027,cooperation
21442,10027,cooperation
21504,10027,cooperation
20872,10027,cooperation
22530,10027,cooperation
23139,10027,cooperation
22514,10027,cooperation
20945,10027,cooperation
20866,10027,cooperation
21761,10097,cooperation
20604,10097,cooperation
22775,10097,cooperation
20108,10097,cooperation
20736,10097,cooperation
20618,10097,cooperation
21111,10097,cooperation
22939,10097,cooperation
21287,10097,cooperation
21108,10097,cooperation
20262,10097,cooperation
21822,10097,cooperation
20713,10097,cooperation
22897,10097,cooperation
22109,10097,cooperation
20962,10097,cooperation
22475,10097,cooperation
20171,10097,cooperation
20001,10097,cooperation
22279,10097,cooperation
21274,10097,cooperation
20202,10097,cooperation
22376,10097,cooperation
20316,10097,cooperation
21625,10097,cooperation
21677,10097,cooperation
20087,10097,cooperation
22657,10097,cooperation
20943,10097,cooperation
22603,10096,cooperation
21494,10096,cooperation
20410,10096,cooperation
22091,10096,cooperation
20686,10096,cooperation
22444,10096,cooperation
20822,10096,cooperation
22708,10096,cooperation
20155,10096,cooperation
21384,10096,cooperation
21596,10096,cooperation
20158,10096,cooperation
21847,10096,cooperation
21584,10096,cooperation
20959,10096,cooperation
22993,10096,cooperation
20951,10096,cooperation
22133,10096,cooperation
21220,10096,cooperation
22657,10096,cooperation
22663,10096,cooperation
22249,10096,cooperation
22163,10096,cooperation
23077,10019,cooperation
20515,10019,cooperation
21699,10019,cooperation
22457,10019,cooperation
22724,10019,cooperation
22280,10019,cooperation
21327,10019,cooperation
22352,10019,cooperation
20334,10019,cooperation
22260,10019,cooperation
21340,10019,cooperation
23124,10019,cooperation
21249,10019,cooperation
21434,10019,cooperation
21415,10019,cooperation
22172,10019,cooperation
23063,10019,cooperation
20115,10019,cooperation
21866,10019,cooperation
20896,10019,cooperation
22269,10019,cooperation
22190,10019,cooperation
23189,10019,cooperation
22641,10019,cooperation
22976,10019,cooperation
21248,10019,cooperation
20849,10019,cooperation
21438,10019,cooperation
23035,10019,cooperation
22910,10019,cooperation
22396,10019,cooperation
22007,10019,cooperation
20461,10019,cooperation
20288,10019,cooperation
20264,10019,cooperation
21540,10019,cooperation
21281,10019,cooperation
21977,10019,cooperation
22280,10019,cooperation
22173,10019,cooperation
20914,10019,cooperation
21830,10019,cooperation
21741,10019,cooperation
20090,10019,cooperation
20718,10019,cooperation
22965,10019,cooperation
22156,10019,cooperation
21787,10019,cooperation
20522,10019,cooperation
21863,10019,cooperation
21248,10019,cooperation
22461,10019,cooperation
22885,10019,cooperation
20869,10019,cooperation
20294,10019,cooperation
22594,10019,cooperation
21011,10019,cooperation
22741,10019,cooperation
21957,10019,cooperation
20219,10028,cooperation
21201,10028,cooperation
20657,10028,cooperation
21138,10028,cooperation
22899,10028,cooperation
20174,10028,cooperation
22944,10028,cooperation
21623,10028,cooperation
20125,10028,cooperation
22569,10028,cooperation
22799,10028,cooperation
22156,10028,cooperation
22755,10028,cooperation
20494,10028,cooperation
22644,10028,cooperation
21290,10028,cooperation
21555,10028,cooperation
21233,10028,cooperation
22722,10028,cooperation
22285,10028,cooperation
22806,10028,cooperation
22907,10028,cooperation
22318,10028,cooperation
22149,10028,cooperation
22981,10028,cooperation
20562,10028,cooperation
21814,10103,cooperation
21893,10103,cooperation
22463,10103,cooperation
21917,10103,cooperation
22449,10103,cooperation
21812,10103,cooperation
21687,10103,cooperation
21773,10103,cooperation
22053,10103,cooperation
